id,d1,d2,d3,d4,d5,d6,c1,c2
0,0.034200950931070354,-1.0622948702184187,1.1287528085714997,0.14288836417960854,-0.2187802566102861,-0.07812006020555637,White,Male
25,-1.4789188485160405,-0.20296416825501393,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
26,0.034200950931070354,1.6805053116503685,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,3.2531657905836466,White,Male
73,-1.5545748384883962,2.4338230530805145,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.9109415229028571,White,Male
86,-0.34407899893070737,0.346099474646145,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
90,0.7151048606822703,-0.1764490952615629,0.7370342050274594,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
119,0.034200950931070354,1.6661070874365023,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
134,2.3795366400740923,-0.7985640835002661,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
141,-0.41973498890306293,-0.2530502986400012,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,Asian-Pac-Islander,Female
152,-0.1927670189859963,0.16492418652702356,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
187,0.9420728305993369,0.6587425720237626,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Male
189,-0.11711102901364075,-1.3397044432541496,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.49453079155420676,White,Female
231,0.261168920848137,1.90316187426335,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,Black,Female
240,-0.1927670189859963,-0.3757428588214074,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
258,-1.1006388986542628,0.8494788111330253,-0.04640300206062135,0.8255106756663328,-0.2187802566102861,0.5881371099522843,White,Female
268,0.8664168406269813,0.03927814445559358,-2.3967146233248635,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
300,-0.7223589487924851,0.100780618300096,-1.2215588126927426,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
320,-1.251950878598974,0.9809844855439576,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,Black,Female
