id d1 d2 d3 d4 d5 d6 c1 c2
74 1.0177288205716926 0.8214869971945623 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
166 -0.41973498890306293 -1.4432372363028372 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 2.0039335965376956 White Male
581 0.7907608506546259 -0.6558597902563268 -1.613277416236783 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Black Female
950 -0.5710469688477741 -0.9147154385983183 0.34531560148341905 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
1132 0.33682491082049254 2.1163048173267356 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
1150 0.7151048606822703 1.966444010272354 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 1.5875228651890452 White Male
1328 0.4124809007928481 -0.6522058030462332 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 2.087215742807426 White Male
1446 1.0177288205716926 0.17420114887389326 0.34531560148341905 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
1627 0.8664168406269813 -0.17414878725106359 -0.04640300206062135 13.175192739899513 -0.2187802566102861 0.7547014024917444 White Male
2153 -1.251950878598974 0.3865962551766639 -1.613277416236783 -0.14673320201323659 -0.2187802566102861 -1.3273522542515075 White Male
2174 -0.7980149387648406 -1.3915513032274203 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
2307 -0.5710469688477741 -0.5297782989318804 0.7370342050274594 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 Asian-Pac-Islander Male
2459 -0.11711102901364075 0.20597947805597647 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
2471 -1.5545748384883962 -1.252595660074665 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -2.160173716948808 White Male
2486 -1.4789188485160405 0.8551491177103466 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
2526 3.1360965397976477 -0.05111544069773159 -2.3967146233248635 -0.14673320201323659 -0.2187802566102861 -0.9109415229028571 White Male
2771 1.2446967904887591 0.7679456716497716 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
3260 0.034200950931070354 -0.024685564297262028 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
3634 1.774288720295248 -1.0161751145511237 -0.43812160560466173 1.2608755690969757 -0.2187802566102861 -0.07812006020555637 White Male
3891 0.034200950931070354 -0.7239981320652737 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Female
3966 -0.6467029588201295 0.05694223806708219 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -1.1607879617120473 White Male
4015 -1.6302308284607516 0.02059169172832749 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 -1.743762985600158 White Male
4592 -0.41973498890306293 -1.0440817318966051 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 -0.9109415229028571 Asian-Pac-Islander Male
4613 0.8664168406269813 -0.1351666128179928 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
4672 -1.1006388986542628 -0.23224339737630775 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Female
5471 -0.7223589487924851 -1.0103533473640576 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
5563 1.3203527804611146 0.03865336944039623 -2.0049960197808234 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
5901 0.7907608506546259 1.154283821956349 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
5972 -0.7223589487924851 2.6013479537463846 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
6179 0.261168920848137 -0.5684575521454616 -0.43812160560466173 0.5799851253013771 -0.2187802566102861 0.7547014024917444 Black Female
6321 0.18551293087578144 -0.6024415264569536 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.24468435274501651 White Male
6404 -0.41973498890306293 -0.7418894165913795 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
7643 -0.1927670189859963 -0.9538964050816792 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 2.0039335965376956 Amer-Indian-Eskimo Male
7721 0.33682491082049254 0.04769367458453966 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
7855 -1.1762948886266185 -1.4968921573049365 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
7911 0.261168920848137 -0.7191040611128945 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
7970 -0.11711102901364075 -1.1383564951746412 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
8018 -0.11711102901364075 0.30297106602130996 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.9109415229028571 White Female
8283 -1.1006388986542628 -1.1115763661141367 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.17172637860363388 White Male
8645 0.33682491082049254 -0.05329268696281326 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
8703 0.4881368907652036 -0.19541007034399147 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 1.171112133840395 White Female
8707 1.1690408005164035 -1.4435874889628721 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
8737 -0.5710469688477741 1.6046708776087633 0.34531560148341905 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Black Male
8854 1.774288720295248 -0.36958030526241537 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.08844423233390379 White Female
9706 -1.3276068685713296 1.1086468469826154 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
9733 1.2446967904887591 -0.8299732274460964 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
9780 -0.1927670189859963 -0.5027141812281045 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
9967 -0.6467029588201295 0.06295333101632938 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
10406 -0.11711102901364075 1.7303453185445203 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 0.5881371099522843 White Male
10422 -1.403262858543685 -1.2860589885401592 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
10475 0.7151048606822703 -1.0495816452879636 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
11041 -1.0249829086819073 1.375170188692938 -0.04640300206062135 0.2711797939145257 -0.2187802566102861 -0.07812006020555637 White Male
11216 -0.41973498890306293 -1.129212060861298 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Asian-Pac-Islander Male
11763 0.18551293087578144 0.17602814247894005 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.8379835487614745 White Male
