d1 d2 d3
-1.2926753503790465 -0.08686650085022826 -0.60371228980473
-0.8716480597412788 -0.2457427528299845 4.696297899938528
1.1824126198612053 -0.44709093224295576 -0.27553048531141594
0.5548351791133915 -0.408772194051566 -0.08418569525074196
0.31110090452520184 0.47360505218968013 -0.6398900839620225
0.32293124923971994 -0.4041854458558345 -0.5207359230786455
-0.26268817224443886 -0.3932022692316501 0.08429215648775587
1.2737449065844728 0.7283947562610058 -0.6670619165950525
-1.0527673457910365 -0.46035925140000616 -0.6207748664817511
0.9676949195098958 0.1649066533950249 -0.17635112414636905
0.644067178877986 -0.006300359763546823 -0.7613856026383887
0.9917502361435762 -0.05631652263853863 2.7644281924449494
-1.3337893848054265 -0.43083221125214777 -0.2865792857025086
-0.7323938462335462 1.851836777976652 -0.42061031565226425
-1.5054404785355646 -0.4178583628094316 0.010946722393662619
-0.023751793265393697 0.005493417457591355 -0.3626691546676013
0.003974083840815687 -0.32154515019713875 2.054655816846052
-1.1846041741725604 -0.0971916176966007 -0.05538228808637803
-0.9295561983252538 -0.23421280165919398 -0.6225709271845953
-0.735377983732281 -0.4203580471598631 0.0312540558868875
-0.8482326382298733 0.8593817995231738 -0.35716447132428947
0.07181838230548264 -0.40927842899773864 -0.1330377784347077
1.5193503923750928 -0.40285108250382273 -0.715318110258591
-0.37172097922812414 -0.3144901775014435 0.6552649067781549
0.27086302434970105 -0.35558186148367743 0.39709608700949095
0.8349759311861412 -0.13496007984403857 4.126124325883409
0.004472435773256666 2.354044269410088 0.9124585682941506
3.1386181212264734 0.0963245441729841 -0.4618021126049967
1.2888748712533815 2.29538322658279 -0.443991177301791
3.284138961965624 -0.04026105963677473 2.3151429324176585
-1.409302161368545 0.9459133994660139 -0.033976176852478654
-1.4689050524884857 0.3827450596900012 0.4444990594779766
0.570201549480251 -0.4190611136492242 -0.8004771543038327
1.4884688248097342 0.11049158029546204 -0.6296635342458273
-0.382871603716491 0.160223147534241 -0.7825369570561044
-1.2672162752150185 -0.40368508840533407 -0.804130953618273
-0.33436737477976625 -0.20256657035718062 -0.5142628345569776
-0.4864074963122378 -0.43658439226364937 -0.8587191490690927
-0.7948327629278458 -0.3816189169381663 -0.27373141449833893
-0.2532916546389148 -0.459342526398918 -0.31237863223912804
0.23901366007072453 4.582157133055167 -0.2118876250784107
1.0317418858449192 -0.3920637921931019 -0.7250396891014133
-0.42298893427798956 0.9597130206271257 -0.7120940567627303
-1.400746526585532 -0.4388422177744794 -0.5694588464004855
-0.0552933313441159 1.1919778095616111 -0.3587189712496781
-0.8405494530464435 0.25939281996559066 -0.6535289199242464
0.7413986757469316 -0.4219348389385445 -0.44738284550403695
1.6269350193242942 -0.27585530337515773 1.31130536209045
1.7069281101428302 -0.33524145077189527 -0.3230076929811281
0.9106257545306813 -0.3503326260986179 0.8467777811423102
-1.6281462931866788 -0.17038917976879583 -0.46975915024259796
-0.5672475800930104 0.7124945510356077 0.1253967197999091
0.6905057824378876 1.4992230927854449 -0.3380022141589435
-1.0373571965912234 -0.3994247985188261 0.26885248665209005
0.10873762707855744 -0.44283238093766913 -0.8017664693083749
-0.41733533363901376 0.22206490840931253 -0.20456033603883716
0.8244690112771775 0.7510929938030464 1.0444299851553185
-0.2911748481473517 0.9380529322459584 0.9700217560374831
-0.07649937091647592 0.041540766474064156 0.1408403982243662
-0.25527152289693494 0.816952620243349 2.156214199636562
0.8283785628712106 -0.3507669378834202 1.7655394068786847
-1.0148986552858126 -0.3977702084341536 -0.3786273967232788
-0.2148024145007722 -0.41962783408062704 -0.7984844751544821
0.5064964350848492 8.754066330746065 -0.37054174750652674
-0.4649025632228384 -0.4327426817151344 -0.6014547678765282
-0.02148814025025784 -0.09454506475781789 -0.7584850717998332
-0.031419005090853824 -0.4340621067258347 -0.5316479545770936
-0.7307994822241046 -0.29233577409534695 3.105961587233977
0.02991868951282724 -0.3361091762263346 1.1414450014981434
-1.0940945640996285 1.5584667407510884 0.6608940510679391
2.942926737922022 0.010622777695204463 0.5474664031808115
-1.0089885128370204 -0.4844030466479878 -0.13149925442750743
-1.4555326089679865 -0.3446225595637313 0.5036874235489818
-0.9223064235880685 0.10467133962104617 -0.2415174055686473
-1.278127307428173 0.6663165386203393 -0.6945416453485703
-0.6317900881052169 -0.12138351152037845 -0.5237020618280237
-1.6056314648103278 -0.3818918797973232 -0.881936754395335
-0.862846808648705 -0.12727902976502167 -0.8519885251433624
-1.9451550767257035 -0.37243074973993456 -0.2731088304311764
-0.6091418385236733 -0.44021596966253945 -0.42905251367813374
0.8984492418690597 -0.26056631060123686 0.30625255108220834
-0.8966958063099688 -0.35506239993061905 1.9506388272779185
-0.6347920652220639 -0.3148901790296448 -0.8692177122751926
-0.3662205881359465 2.8868354718086793 -0.48093871176030223
-0.9725587823329906 -0.3588166930920818 0.7662298566163914
-0.48615504171488283 -0.3105362580267739 -0.1503966084977152
-0.7430321026413722 0.28104441197317764 0.8396469925185176
0.1651597869896935 -0.22034138299452186 7.072779444201996
-0.903515201443191 0.0858733430330657 0.2472060077966562
-0.5921679401327298 -0.338034806044489 0.32541489457587464
2.682577385947022 2.555341855167617 0.6668624989420062
-0.7339859662401599 -0.4491526409679778 -0.7261559791486357
1.669825767381243 0.8708035149863333 -0.02877126624423598
-1.2643066666248435 -0.2957833063531188 1.3894446935016942
-0.9883030142662477 -0.447165606987034 -0.9083851227809692
-0.6359928560688026 -0.3681145080462504 1.248981342979252
1.5425626409173985 -0.2634595565760469 0.2694917250056886
-0.845323029639699 -0.45052058527265904 -0.5326001281305764
0.4022818658442651 -0.07226784295594763 -0.30529797030033384
0.45187746681315033 0.5513952189317877 -0.024127448383035748
