d1,d2,c1
0.2117291001937263,5.66641735089992,in
7.292939999046695,5.5817879327070585,in
-7.093424331511806,12.963032284367937,in
16.725804987578634,10.38100216978036,in
-11.12613845983665,5.893501811692872,in
-13.991155128034066,14.069960464156779,in
-13.572832948606957,-9.721430642681428,in
0.26216578625136505,-10.373305042189397,in
2.808002734233171,-8.771290855488962,in
-7.3533907863920565,-2.110647063336172,in
-3.702189127228964,-1.1002989299540387,in
-9.804525213977081,7.5934625135069,in
-3.1873670377472143,15.230110337427881,in
-9.859325227534995,-15.818368308740364,in
-1.9026935714862525,-10.693549681243386,in
-0.1009353805525738,-9.702528871467335,in
13.31538062361574,-3.163175499614206,in
-2.681739783479333,3.7379577386553904,in
-4.0832535908517045,-0.06137325384880144,in
-8.374925323940905,3.9629889709503625,in
15.523812795046306,-3.1654224712099834,in
3.687577017152388,-5.882435689070324,in
18.061245658689536,-16.768726012966777,in
12.506692945866964,5.653327018792449,in
8.1091111483378,-8.012042192294828,in
10.374316946694657,-0.492322554326911,in
-2.2162142264266382,-10.164742404097407,in
-7.150925592228199,19.06282257784676,in
0.9082773066117864,5.363675874724736,in
-7.558035734945565,-12.845840338955906,in
-11.130225751441786,14.833147551459504,in
14.521933389280047,-8.718240831090343,in
-4.567044685684294,8.753720771384996,in
-13.0871156941852,5.221261581164843,in
18.727467195635302,-4.897951993012156,in
-0.6896767611386568,4.182005495673001,in
-0.7934719635296384,-5.251223562472951,in
2.947377404495355,-5.285266797568104,in
1.7030744963031696,0.558618194012122,in
0.8475567167141697,7.467994444862893,in
3.711171176479056,-11.272407095018703,in
10.301728179604039,4.722099979869338,in
-1.5583392388841308,-16.22134410819151,in
12.045203042381337,14.266390550625164,in
11.000024223553428,22.037976656488553,in
17.01090645935255,0.8526475587364045,in
11.938810033197914,1.5024886451016752,in
4.203196292731038,5.539197342660214,in
2.975091221227513,-8.083079041069954,in
-10.240666484836327,-1.0056387494109074,in
10.53655370055118,-8.56669570673201,in
6.638370820099736,-1.6030630992203274,in
-7.977484291721061,0.8419720715928507,in
-11.289866393802475,-6.866925845373534,in
8.112679855227947,-1.8347056527369274,in
13.36612220586343,-8.609294468055813,in
0.021837385315711142,3.3108133349999975,in
-28.449967193081154,-15.029652916622481,in
-6.5305770258830655,19.541317883665087,in
2.400771349792306,-2.7561298315658216,in
-0.8903045082089163,0.719020526876831,in
6.977479415606456,-5.1008472110381655,in
0.2163677290397022,8.297278110052016,in
17.397610656300092,14.110787672375224,in
-11.791321980434592,-0.6184889149695778,in
-10.002295465411521,12.053987399081871,in
1.2767105386599282,-1.9055918696486525,in
6.619460855857401,9.5563209045616,in
15.578022574386797,0.7855641938215018,in
4.419851390230454,8.849259309215668,in
6.467379076368253,13.586078335342819,in
4.292969837579456,-16.58655291936249,in
-2.3760221296932853,-6.18573800825498,in
20.44796815543748,-13.755553396499414,in
-7.900017798318451,7.8941503108662285,in
11.07077365294986,8.126909606711164,in
-4.628905340182451,-9.031225122524585,in
-1.0832228397149968,5.580377191340292,in
4.872016535173987,-27.13598629295177,in
1.98343627495036,-3.1670964311494605,in
-14.278601229791299,-17.789344850936583,in
-0.5892976197284541,-2.8325379228241765,in
5.138078756953153,2.476996602195175,in
-2.1899080614056103,-3.3586677404637806,in
-16.190673775831105,2.0255134578013103,in
8.755492368768087,2.67058613580281,in
-2.1778730416623695,3.739541960993391,in
-3.2769342964916657,11.226017333379657,in
6.380858555081199,0.9690026341362935,in
11.328863996906804,7.094355625880812,in
-13.232858277879963,-10.526843858898925,in
14.9821348284463,-10.651421478865,in
4.0590465370928905,-0.4721945316308508,in
4.273679856118546,0.11773386865276386,in
-21.89030599079514,5.1460138572606615,in
5.642784503078762,-10.11103742849544,in
-8.418232732638621,-9.54277895224856,in
15.645629283788399,2.1767238192871616,in
7.213301259009258,-6.456451213064197,in
5.020638531962266,-1.67046129046596,in
16.416469114409963,-0.06618858555206042,in
9.389480429309668,21.525906905607236,in
-7.320835675599394,0.7111912852980313,in
-4.459633315321715,11.258568114769002,in
-14.469303884051357,2.9939178057155975,in
5.943183305530083,-1.9059834070880275,in
16.858512214357873,7.385225169073129,in
-6.809280057196739,-12.107452920810708,in
1.8477260586265132,-1.2588264906651,in
-20.656094707790555,1.3005376654284846,in
-4.364653571754358,10.09485896706261,in
-8.057343849971765,-12.105169144609915,in
11.259670868606701,-1.213501274917341,in
10.537350283114817,-14.568462581103084,in
1.1386928394238065,14.125579410330397,in
-11.935427112662634,2.7486572236902163,in
1.6247695291774933,4.800812527084831,in
0.9100594386069739,-8.028970682935839,in
-1.6709769255847902,-5.405854714904273,in
13.004840862808964,-1.0555894211796508,in
15.578328184389871,3.4927521179766536,in
-0.08577389160049623,13.559377629802308,in
15.74950948902427,1.486211599203977,in
4.62396854747552,4.2020601903696635,in
-3.9876308501298885,12.02105825726872,in
-0.37957937117309,-18.13833179312897,in
-3.8000043505824244,-15.618271055049895,in
-15.54892250030887,-12.025386469930215,in
13.286050644925362,13.335843221849297,in
4.30463166062237,3.0809023988324618,in
12.206718845811883,3.02326306481839,in
1.9891544285120792,1.2871448352036938,in
-19.066591713512,8.498395763078653,in
-16.202872625265446,-6.119436734454266,in
5.146315976979048,4.89690952146711,in
4.96218447969849,9.552246295704023,in
