id d1 d2 d3 c1 c2 c3 c4
1 -0.7725828148853335 1.1186442967405463 -0.16919388976661356 services married secondary no
2 -0.5834582565239835 -0.024144382996115193 -0.3038984424799358 management single tertiary no
3 -1.0562696524273585 0.017725746008484793 -0.2500166213946069 management married tertiary no
4 1.6860364438122162 -0.4727529080454007 -0.14610168073004404 blue-collar married secondary no
5 -0.5834582565239835 -0.2245228575181294 -0.4732413087481123 management single tertiary no
6 -0.48889597734330853 -0.37073600642308174 0.2964989924708719 self-employed married tertiary no
7 -0.20520913980128352 -0.42390442420670077 -0.4347542936871631 technician married secondary no
8 -0.016084581439933555 -0.3993140309817769 -0.7965322352600858 entrepreneur married tertiary no
9 0.17303997692141643 -0.5019955378263912 0.18873535030021413 services married primary no
10 -0.20520913980128352 2.642251768852379 0.03478729005641727 services married secondary no
11 0.17303997692141643 -0.38502501870242933 -0.5810049509187701 admin. married secondary no
12 -0.48889597734330853 -0.10422931228269135 0.24646587289163793 technician married tertiary no
13 -2.0018924442341084 -0.305936997249296 -0.011397128016721787 student single secondary yes
14 -0.9617073732466834 -0.35312396803225793 -0.6733737870650482 blue-collar married secondary no
15 -0.11064686062060855 -0.4082862014827627 -0.2885036364555561 management married tertiary no
16 1.4023496062701912 0.8807156271588511 -0.09606856115081006 technician married secondary no
17 -0.39433369816263353 0.2971922419836323 -0.5771562494126752 admin. single tertiary no
18 -1.5290810483307333 -0.5461917851090246 -0.05373284458376592 blue-collar single primary no
19 -0.9617073732466834 -0.428888963373915 -0.44630039820544787 services married secondary no
20 -0.2997714189819585 -0.4727529080454007 -0.6464328765223838 management divorced unknown no
21 0.07847769774074144 -0.4674360662670388 -0.4770900102542073 management divorced tertiary no
22 0.26760225610209143 -0.43752883126375314 -0.5963997569431498 services single secondary no
23 0.26760225610209143 -0.44184876520867217 -0.534820532845631 entrepreneur married secondary no
24 -1.4345187691500585 -0.29231259019224365 -0.36547766657745456 housemaid married tertiary no
25 -0.016084581439933555 1.4821833533360411 -0.31544454699822055 management married tertiary no
26 1.3077873270895164 -0.2643991708558437 -0.06527894910205068 blue-collar married primary no
27 2.4425346772576164 -0.24147029068665796 -0.5579127418822006 retired married unknown no
28 1.4023496062701912 -0.2122276609056675 -0.44245169669935297 self-employed married secondary no
29 1.1186627687281663 -0.4378611338749007 -0.7311043096564721 admin. married secondary no
30 2.5370969564382913 0.9192627300519749 2.4363770298596483 retired divorced secondary yes
31 -0.9617073732466834 -0.4159291615391579 -0.7041633991138077 technician married secondary no
32 1.6860364438122162 -0.45879619837720076 -0.8619601608636994 management married secondary no
33 -0.8671450940660085 0.3699665138249608 2.6711478217314384 management single tertiary yes
34 0.7404136520054664 -0.06235918327809137 0.34653211205010587 technician married tertiary yes
35 0.07847769774074144 0.12904712074293712 -0.438602995193258 admin. divorced secondary no
36 3.482719748245041 -0.396655610092596 -0.6425841750162888 retired divorced primary yes
37 -0.8671450940660085 0.2214272466419752 -0.5078796223029666 blue-collar married secondary yes
38 -0.7725828148853335 0.8348578668204797 1.9283484310551184 management married secondary yes
39 -1.7182056066920834 -0.35212706019881507 -0.9543289970099775 services single tertiary no
40 -0.2997714189819585 3.5052416500027452 1.3279509961043108 management single tertiary no
41 -0.48889597734330853 -0.2889895640807675 -0.6079458614614346 management single tertiary no
42 1.0241004895474914 -0.1015708913935104 0.38886782861715 blue-collar married secondary no
43 -0.8671450940660085 -0.34116107403094365 -0.22692441235803737 technician married tertiary no
44 -0.8671450940660085 0.2596420469239514 -0.9735725045404521 technician single tertiary no
45 -0.6780205357046585 -0.18298503112467704 -0.6117945629675295 management single tertiary no
46 1.3077873270895164 -0.424569029428996 -0.7888348322478959 blue-collar married primary no
47 -1.4345187691500585 -0.4727529080454007 0.6197899189828453 blue-collar married primary no
48 -0.8671450940660085 -0.7548778249097292 -0.2307731138641323 entrepreneur single primary no
49 1.8751610021735663 1.0654758789569272 -0.3192932485043155 admin. married unknown yes
50 0.36216453528276643 -0.19228950423681035 2.902069912097134 blue-collar divorced primary yes
51 -0.39433369816263353 -0.3969879127037436 5.680832399497667 technician single secondary no
52 -0.2997714189819585 -0.45613777748801976 -0.638735473510194 technician single secondary no
53 -0.6780205357046585 0.038660810510784786 0.681369143080364 technician married tertiary yes
54 1.1186627687281663 0.2686142174249371 0.030938588550322346 blue-collar married secondary no
55 0.6458513728247914 0.5454222925109037 -0.40396468163840377 admin. married secondary no
56 1.4969118854508663 -0.445504093931296 -0.4770900102542073 management married secondary no
57 -0.7725828148853335 0.24335921897771803 0.11945872319050553 self-employed single tertiary no
58 -0.48889597734330853 -0.4391903443194912 0.19258405180630903 retired single secondary no
59 1.2132250479088413 -0.2122276609056675 1.212489950921463 technician divorced secondary no
60 -0.016084581439933555 -0.6442210553975721 1.1162724132690902 blue-collar married primary no
61 2.064285560534916 -0.3348473244191389 0.22722236536116333 retired married secondary no
62 0.6458513728247914 1.4835125637806317 -0.1422529792239491 management married tertiary no
63 0.6458513728247914 -0.022482869940377098 -0.5001822192907768 services married secondary no
64 1.4023496062701912 5.134189049848373 -0.1576477852483288 admin. married secondary no
65 0.9295382103668164 -0.4052954779824341 -0.5001822192907768 blue-collar divorced secondary no
66 -0.9617073732466834 -0.36043462547750554 -0.4193594876627834 services married secondary no
67 -1.1508319316080335 -0.3252105486958579 -0.5155770253151565 technician married secondary no
68 -0.016084581439933555 -0.4727529080454007 1.4087737277323042 management married secondary no
69 -0.8671450940660085 -0.35312396803225793 -0.38472117410792916 technician single tertiary no
70 -0.39433369816263353 -0.4727529080454007 0.015543782525942663 management married tertiary yes
71 0.07847769774074144 -0.4720883028231055 0.44659835120857383 entrepreneur divorced tertiary no
72 -0.9617073732466834 1.603473806404922 -0.42320818916887837 management single tertiary no
73 -0.016084581439933555 -0.33584423225258175 -0.42320818916887837 services married tertiary no
74 1.4023496062701912 -0.3584408098106198 -0.16534518826051864 retired married secondary no
75 1.2132250479088413 0.5979261050722274 -0.7580452201991364 management divorced tertiary no
76 -0.016084581439933555 -0.414932253705715 0.3965652316293399 blue-collar divorced secondary no
77 -0.11064686062060855 -0.276362064857158 -0.681071190077238 technician single secondary no
78 0.8349759311861413 -0.3438194949201246 1.6820315346650436 blue-collar divorced primary no
79 -0.11064686062060855 -0.3999786362040722 -0.2307731138641323 unemployed married secondary no
80 -1.3399564899693834 -0.3228844304178246 1.4934451608663923 admin. divorced secondary yes
81 1.7805987229928912 -0.4710913949896626 -0.7734400262235162 retired married primary no
82 -1.2453942107887084 -0.41393534587227215 -0.438602995193258 admin. single secondary no
83 1.0241004895474914 -0.2544300925214151 0.5158749783182824 services married secondary yes
84 -0.39433369816263353 -0.035774974386281855 -0.15379908374223386 management married tertiary yes
85 0.9295382103668164 0.014402719897008602 0.5466645903670417 blue-collar married primary no
86 -0.016084581439933555 -0.1806589128466437 -0.7849861307418009 technician single secondary no
87 -0.5834582565239835 -0.3753882429791484 0.9892652635679577 blue-collar single primary no
88 -0.2997714189819585 -0.3318566009188103 0.05787949909298679 admin. married secondary no
89 -0.6780205357046585 0.1356931729658895 -0.23462181537022722 blue-collar married secondary no
90 -0.20520913980128352 -0.43586731820801505 -0.24231921838241705 blue-collar married primary no
91 -0.6780205357046585 -0.3215552199732341 0.4158087391598145 blue-collar married primary no
92 -1.3399564899693834 -0.5375519172191864 0.488934067775618 services single secondary yes
93 -0.8671450940660085 0.7288533338643892 -0.3808724726018342 management single tertiary no
94 1.4969118854508663 4.210387790857992 -0.12685817319956944 blue-collar married secondary no
95 -0.016084581439933555 0.04796528362291811 0.10406391716612585 unknown single tertiary no
96 -0.016084581439933555 1.3303210600415796 -0.44245169669935297 admin. married tertiary no
97 -1.0562696524273585 -0.3860219265358722 -0.11916077018737958 admin. single tertiary no
98 -0.48889597734330853 0.47198341544727984 0.8045275912754015 blue-collar divorced secondary no
99 -0.9617073732466834 -0.3378380479194674 1.8167360873783658 unemployed single primary yes
