d1 d2 d3 d4 d5 d6
-0.30968991257963663 3.9969980931012263 1.0931420264311325 -0.053624119430206 -0.2187802566102861 0.5124260678888933
0.8978212138230531 -1.3022259797567413 -0.23117592826064048 -0.11241004769927483 -0.21878025661028583 -0.08597686645741766
0.46822741971984705 -0.9309556031879297 0.09791437819244615 -0.14673320201323659 -0.21878025661028613 -2.260988946643745
0.7963649980599856 -0.033061125654192065 1.4769471228328688 13.175192739899504 -0.218780256610286 0.7824621179149878
-0.15754785124024456 0.006546331564319412 -0.2017396896729135 -0.062262159295950206 -0.21878025661028583 0.8078296682155381
-1.2482603425027619 1.4085958828910714 -0.16105234943936486 -0.14480312807603474 -0.21878025661028588 -1.6929811890942243
1.094928810339402 -0.33833344054131176 -0.49408140611095297 -0.14673320201323659 4.551807322633725 0.6000345594193885
1.7681127211138319 -1.0098701802913896 -0.23027091800986504 -0.08553873106841035 -0.21878025661028586 -0.17329965594239075
-1.0771014795517524 -0.9959025326606967 1.128752808571499 -0.11833057187877725 -0.21878025661028586 -0.25578863891431386
0.8664168406269815 0.6763567524797671 -0.27787308597300897 -0.14673320201323659 -0.21878025661028608 0.648705943602997
1.2657123432588577 -0.2760896661827459 -0.24226230383264166 -0.08715029240893576 -0.2187802566102859 1.518121076630936
-0.1258405663181433 -1.1892243225046337 -0.2271962036963324 -0.14673320201323659 -0.218780256610286 1.7540871577285055
-0.23016998032064395 -0.6184176426269742 -0.3632989509951256 -0.10613085877919946 -0.21878025661028608 -0.05472619889383437
0.014026020271775543 1.1872872991817007 1.3724888285544579 -0.06699623723926038 -0.21878025661028586 0.9527278391775474
-0.742173612832864 1.5795658307679366 -0.32620200459207904 -0.1286088577145342 -0.21878025661028588 1.0798983545925953
1.0379037512309874 -0.015334133817267817 -2.2661417554768506 -0.0727691295430123 -0.2187802566102861 1.7707435869824513
0.07611845888872681 -0.7165658166715456 1.1393397978564737 -0.0977818357040938 -0.19792357733994104 -0.07249288816030433
-0.42863569360569304 2.1519381531311104 -2.3275878109347397 -0.12241652578897125 -0.2187802566102861 0.005162086064173717
